Date,day_of_week,is_weekend,festival,aqi,temperature_c,accident_count,patient_count,bed_count,advisory,most_required_med_category,staff_required_total,staff_required_details,Antibiotic,Analgesic,Antipyretic,Respiratory,Cardiovascular,Diabetes,Gastrointestinal,Anti-allergic,ORS,PPE
2023-04-20,3,0,None,167,30,21,315,268,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,68,"{""nurses"":40,""doctors"":16,""support"":12}",66,82,41,34,13,20,19,6,18,265
2023-04-21,4,0,None,84,28,20,293,282,Normal,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",62,72,46,22,4,11,21,5,13,262
2023-04-22,5,1,None,227,28,24,308,317,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",70,86,32,31,10,13,16,4,12,231
2023-04-23,6,1,None,124,28,22,280,306,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",60,77,33,37,10,9,7,6,23,236
2023-04-24,0,0,None,153,28,20,295,310,Normal,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",60,70,43,25,11,13,13,6,20,265
2023-04-25,1,0,None,110,29,14,241,283,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",45,60,19,22,8,3,9,4,10,196
2023-04-26,2,0,None,111,29,29,228,277,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",63,72,27,29,4,10,13,5,10,183
2023-04-27,3,0,None,128,28,20,219,245,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",47,70,26,22,5,11,18,4,9,200
2023-04-28,4,0,None,193,29,17,195,227,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",38,57,24,26,6,6,4,5,11,162
2023-04-29,5,1,None,198,28,22,308,258,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,67,"{""nurses"":39,""doctors"":16,""support"":12}",59,76,35,31,7,10,13,7,17,240
2023-04-30,6,1,None,141,28,27,276,273,Normal,PPE,60,"{""nurses"":35,""doctors"":14,""support"":11}",50,83,24,48,9,10,21,4,19,238
2023-05-01,0,0,None,134,28,16,232,287,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",47,55,24,36,9,12,12,6,11,194
2023-05-02,1,0,None,186,28,19,238,272,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",60,63,22,18,10,13,20,2,15,237
2023-05-03,2,0,None,139,29,23,250,262,Normal,PPE,55,"{""nurses"":32,""doctors"":13,""support"":10}",62,57,27,29,7,8,18,4,10,231
2023-05-04,3,0,None,150,28,17,240,250,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",56,69,29,28,11,8,16,4,11,210
2023-05-05,4,0,None,173,29,22,228,249,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",34,76,22,23,8,13,17,6,15,188
2023-05-06,5,1,None,155,29,25,244,247,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",41,85,34,17,5,1,14,4,18,194
2023-05-07,6,1,None,167,28,24,272,257,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",59,61,25,30,8,9,14,6,14,232
2023-05-08,0,0,None,183,30,13,220,259,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",37,50,24,28,12,5,16,3,9,185
2023-05-09,1,0,None,92,30,19,184,240,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",43,58,21,16,4,8,6,3,5,162
2023-05-10,2,0,None,114,30,20,230,220,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",45,68,20,26,6,7,9,2,12,207
2023-05-11,3,0,None,89,31,24,191,218,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",39,74,22,12,6,8,15,7,13,165
2023-05-12,4,0,None,91,30,16,203,218,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",51,49,24,24,7,8,16,3,9,179
2023-05-13,5,1,None,120,30,19,188,201,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",41,55,18,18,7,4,11,6,14,170
2023-05-14,6,1,None,68,30,20,143,192,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",33,39,14,9,8,6,5,4,7,146
2023-05-15,0,0,None,139,30,21,232,201,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",50,52,25,25,7,9,17,3,16,208
2023-05-16,1,0,None,105,31,16,201,210,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",36,57,25,19,8,4,15,3,11,170
2023-05-17,2,0,None,155,30,21,253,239,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",80,68,22,30,10,9,23,4,14,210
2023-05-18,3,0,None,104,30,17,218,235,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",41,53,28,29,8,10,15,5,11,164
2023-05-19,4,0,None,109,30,22,166,218,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",31,62,21,19,5,4,9,3,12,121
2023-05-20,5,1,None,186,30,11,177,202,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",35,53,24,20,7,10,8,5,6,146
2023-05-21,6,1,None,137,30,27,256,216,Normal,PPE,56,"{""nurses"":32,""doctors"":13,""support"":11}",51,81,22,21,5,10,16,4,10,228
2023-05-22,0,0,None,86,30,17,226,240,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",54,56,27,16,9,13,22,3,14,172
2023-05-23,1,0,None,89,30,25,238,259,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",52,71,28,25,3,3,11,2,11,195
2023-05-24,2,0,None,139,30,19,212,233,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",48,77,25,27,9,14,12,5,10,174
2023-05-25,3,0,None,124,31,13,139,213,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",35,44,20,15,4,7,9,1,6,107
2023-05-26,4,0,None,123,31,22,182,194,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",42,44,23,23,3,7,6,7,7,166
2023-05-27,5,1,None,191,31,32,211,190,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",50,64,24,20,7,10,14,4,12,194
2023-05-28,6,1,None,114,31,26,215,209,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",46,72,25,21,2,8,11,9,14,173
2023-05-29,0,0,None,107,30,31,194,216,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",45,57,20,25,2,9,7,1,1,181
2023-05-30,1,0,None,30,30,16,221,228,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",39,64,30,23,7,10,8,3,13,201
2023-05-31,2,0,None,122,31,24,216,231,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",44,58,22,29,8,12,17,5,6,189
2023-06-01,3,0,None,99,30,16,227,243,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",44,64,31,24,4,12,17,5,11,185
2023-06-02,4,0,None,87,31,16,142,207,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",21,51,21,9,4,8,16,6,8,119
2023-06-03,5,1,None,114,32,16,155,181,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",38,30,20,20,6,11,8,5,9,111
2023-06-04,6,1,None,123,31,24,182,168,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",46,61,15,22,3,9,10,2,4,184
2023-06-05,0,0,None,109,31,26,144,167,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",58,46,21,17,3,4,7,3,5,138
2023-06-06,1,0,None,85,31,13,214,194,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",51,45,33,22,8,12,19,5,13,180
2023-06-07,2,0,None,74,31,18,220,204,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",37,70,22,25,9,9,6,2,13,214
2023-06-08,3,0,None,60,31,20,237,239,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",59,71,27,19,8,10,22,7,9,193
2023-06-09,4,0,None,113,31,32,149,221,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",38,51,29,16,4,4,14,0,6,142
2023-06-10,5,1,None,123,30,26,207,215,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",45,58,22,24,7,4,16,1,11,189
2023-06-11,6,1,None,90,30,16,188,188,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,59,19,23,7,7,17,3,11,163
2023-06-12,0,0,None,107,29,14,178,211,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",36,49,21,21,2,7,13,4,10,141
2023-06-13,1,0,None,136,28,18,141,178,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",35,45,15,19,7,5,11,2,5,114
2023-06-14,2,0,None,91,29,25,165,179,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",39,56,17,15,3,6,8,1,7,153
2023-06-15,3,0,None,97,30,24,153,167,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",37,48,23,7,4,5,10,4,7,119
2023-06-16,4,0,None,65,30,11,167,179,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",35,52,13,17,3,2,9,3,9,128
2023-06-17,5,1,None,40,29,26,186,182,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,56,31,18,6,1,12,4,12,164
2023-06-18,6,1,None,96,29,34,147,178,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",37,74,23,19,2,4,8,1,9,128
2023-06-19,0,0,None,71,30,15,228,202,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",41,73,31,20,7,13,15,1,11,219
2023-06-20,1,0,None,106,29,21,219,218,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",50,63,27,26,3,7,11,5,7,184
2023-06-21,2,0,None,124,30,18,164,218,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",35,51,23,19,4,7,11,1,6,133
2023-06-22,3,0,None,52,30,28,245,215,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",54,73,24,23,4,16,15,6,17,228
2023-06-23,4,0,None,87,29,23,194,222,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",24,72,25,17,9,11,10,3,11,163
2023-06-24,5,1,None,152,27,22,265,257,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",49,67,27,33,7,14,10,8,11,235
2023-06-25,6,1,None,90,26,14,195,239,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",44,60,26,13,5,7,10,7,7,164
2023-06-26,0,0,None,131,26,21,146,210,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",34,46,14,7,4,5,7,3,7,117
2023-06-27,1,0,None,82,26,25,137,164,Normal,PPE,33,"{""nurses"":18,""doctors"":7,""support"":8}",43,49,15,19,5,3,8,3,3,104
2023-06-28,2,0,None,103,26,19,194,169,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",39,59,23,19,3,8,15,5,11,156
2023-06-29,3,0,None,70,26,24,173,178,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",40,49,18,23,7,6,12,3,11,147
2023-06-30,4,0,None,84,26,16,179,188,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",35,60,28,22,7,8,9,4,8,160
2023-07-01,5,1,None,104,26,23,177,186,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",57,55,26,14,6,6,8,7,9,168
2023-07-02,6,1,None,89,27,30,124,177,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",27,47,14,10,3,6,7,3,7,143
2023-07-03,0,0,None,108,27,17,120,145,Normal,PPE,29,"{""nurses"":15,""doctors"":6,""support"":8}",27,43,19,11,4,4,5,0,8,115
2023-07-04,1,0,None,97,27,19,229,168,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",42,61,18,36,8,7,14,3,8,172
2023-07-05,2,0,None,82,27,14,151,179,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",33,58,13,12,6,4,11,2,9,127
2023-07-06,3,0,None,84,26,24,183,205,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",43,42,25,20,8,6,14,5,10,137
2023-07-07,4,0,None,71,26,21,172,175,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",33,58,21,14,7,8,5,4,14,157
2023-07-08,5,1,None,113,28,23,183,193,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",48,64,15,23,5,6,19,5,7,163
2023-07-09,6,1,None,111,28,15,159,188,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",31,55,15,12,7,4,10,1,10,119
2023-07-10,0,0,None,110,28,30,232,211,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",50,63,26,25,8,6,8,9,8,229
2023-07-11,1,0,None,43,28,20,136,188,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",40,45,18,10,3,10,8,3,7,122
2023-07-12,2,0,None,50,26,27,190,206,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",30,77,25,24,7,8,9,9,12,154
2023-07-13,3,0,None,135,26,20,123,153,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",27,43,14,14,3,8,6,1,10,95
2023-07-14,4,0,None,100,26,18,144,159,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",33,47,17,15,3,6,8,6,7,108
2023-07-15,5,1,None,95,26,20,211,165,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",49,68,16,20,4,7,11,5,5,187
2023-07-16,6,1,None,125,26,22,180,188,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",46,44,25,15,7,10,21,2,7,159
2023-07-17,0,0,None,87,26,14,127,186,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",27,35,14,11,7,6,7,5,10,115
2023-07-18,1,0,None,91,26,34,200,174,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,73,19,17,5,7,16,7,10,205
2023-07-19,2,0,None,57,26,16,135,165,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",31,36,10,21,4,7,5,2,5,125
2023-07-20,3,0,None,55,27,23,169,177,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",41,46,26,14,4,3,4,4,6,132
2023-07-21,4,0,None,69,26,18,125,152,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",30,49,19,12,4,4,5,3,3,118
2023-07-22,5,1,None,103,26,20,175,164,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",43,38,18,21,1,8,15,4,7,133
2023-07-23,6,1,None,132,26,23,133,155,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",29,50,17,11,4,2,11,2,8,96
2023-07-24,0,0,None,65,26,23,165,161,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",31,63,22,20,4,6,6,1,11,136
2023-07-25,1,0,None,132,26,30,192,171,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,65,20,13,4,9,10,5,9,198
2023-07-26,2,0,None,44,26,17,162,187,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",50,33,17,15,5,3,10,1,4,151
2023-07-27,3,0,None,97,26,20,199,198,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",39,59,27,16,2,11,12,5,14,174
2023-07-28,4,0,None,84,26,25,141,181,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",42,58,21,12,7,5,11,2,7,129
2023-07-29,5,1,None,143,27,30,178,182,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",48,87,12,21,4,8,13,2,12,154
2023-07-30,6,1,None,102,27,19,171,173,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",35,51,12,18,10,7,8,4,6,153
2023-07-31,0,0,None,56,27,23,183,197,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",47,72,18,16,5,8,11,7,14,165
2023-08-01,1,0,None,110,27,18,197,199,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",49,43,24,14,4,6,13,9,10,159
2023-08-02,2,0,None,115,27,18,143,182,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",48,50,23,15,3,7,9,7,5,121
2023-08-03,3,0,None,79,27,15,126,170,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",35,47,14,11,3,4,8,2,7,103
2023-08-04,4,0,None,122,27,15,200,172,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",28,48,22,17,2,8,13,2,9,178
2023-08-05,5,1,None,78,28,24,213,184,Normal,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",45,66,19,16,8,11,10,5,6,176
2023-08-06,6,1,None,49,27,23,158,209,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",34,67,14,23,5,10,6,3,5,144
2023-08-07,0,0,None,94,27,21,136,183,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",20,50,13,18,3,7,7,1,5,123
2023-08-08,1,0,None,49,28,22,135,153,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",30,57,15,11,5,5,8,5,2,102
2023-08-09,2,0,None,136,27,12,124,143,Normal,PPE,31,"{""nurses"":16,""doctors"":7,""support"":8}",24,39,18,19,3,6,4,3,6,101
2023-08-10,3,0,None,38,27,22,198,158,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",52,57,27,27,8,4,15,1,5,173
2023-08-11,4,0,None,73,27,29,244,196,Normal,PPE,54,"{""nurses"":31,""doctors"":13,""support"":10}",48,67,27,28,7,15,15,6,9,214
2023-08-12,5,1,None,133,26,17,204,233,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",34,54,34,20,5,5,11,5,14,185
2023-08-13,6,1,None,97,27,19,178,221,Normal,PPE,41,"{""nurses"":23,""doctors"":9,""support"":9}",37,59,27,20,4,3,13,2,10,160
2023-08-14,0,0,None,88,28,11,150,193,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",44,52,13,15,8,5,11,1,10,124
2023-08-15,1,0,None,62,27,23,171,171,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",40,60,16,21,6,4,12,4,7,155
2023-08-16,2,0,None,62,27,19,156,169,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",39,56,26,13,7,6,4,7,6,133
2023-08-17,3,0,None,46,27,17,176,185,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",33,47,23,22,4,4,11,4,13,128
2023-08-18,4,0,None,92,27,21,196,185,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",53,67,28,17,2,9,11,5,10,150
2023-08-19,5,1,None,81,27,23,172,192,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",41,59,26,18,2,8,13,3,6,156
2023-08-20,6,1,None,114,26,18,153,191,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",34,42,11,18,5,5,12,5,7,144
2023-08-21,0,0,None,136,27,17,192,180,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",40,55,26,11,2,14,11,2,11,154
2023-08-22,1,0,None,98,27,30,197,193,Normal,PPE,44,"{""nurses"":25,""doctors"":10,""support"":9}",53,77,30,20,7,7,14,3,5,165
2023-08-23,2,0,None,100,27,16,159,191,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",32,52,29,24,4,3,11,3,8,112
2023-08-24,3,0,None,125,27,19,185,195,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",45,49,23,21,7,6,12,3,11,141
2023-08-25,4,0,None,105,27,19,157,175,Normal,PPE,37,"{""nurses"":20,""doctors"":8,""support"":9}",26,44,20,22,4,5,8,3,5,158
2023-08-26,5,1,None,59,26,39,237,200,Normal,PPE,52,"{""nurses"":30,""doctors"":12,""support"":10}",70,73,36,27,6,9,17,4,14,210
2023-08-27,6,1,None,84,26,30,176,205,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",61,45,19,23,4,7,15,4,4,171
2023-08-28,0,0,GaneshChaturthi,190,26,57,332,256,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",93,141,43,41,14,16,20,6,23,286
2023-08-29,1,0,GaneshChaturthi,168,27,41,295,278,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",72,106,37,34,17,10,15,7,12,258
2023-08-30,2,0,GaneshChaturthi,142,27,51,214,297,High Accident Volume: deploy trauma team; increase analgesic/antibiotics,PPE,48,"{""nurses"":27,""doctors"":11,""support"":10}",79,89,21,26,6,6,15,6,5,173
2023-08-31,3,0,GaneshChaturthi,202,27,40,222,265,Air Quality Alert: masks recommended; increase respiratory stock,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",62,113,26,36,4,6,10,3,15,196
2023-09-01,4,0,GaneshChaturthi,165,27,51,220,225,High Accident Volume: deploy trauma team; increase analgesic/antibiotics,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",91,117,32,33,10,8,11,5,19,211
2023-09-02,5,1,GaneshChaturthi,90,27,56,321,269,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,70,"{""nurses"":41,""doctors"":17,""support"":12}",107,127,37,33,12,12,16,7,14,293
2023-09-03,6,1,GaneshChaturthi,165,27,59,329,313,High Demand: activate surge plan; postpone elective procedures; open triage tents; public advisory: wear masks,PPE,71,"{""nurses"":42,""doctors"":17,""support"":12}",97,142,34,39,13,11,19,11,19,297
2023-09-04,0,0,None,73,27,19,205,308,Normal,PPE,47,"{""nurses"":26,""doctors"":11,""support"":10}",46,57,24,11,8,8,12,4,9,174
2023-09-05,1,0,None,90,27,11,170,246,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",29,50,26,22,7,5,9,2,7,167
2023-09-06,2,0,None,75,28,22,175,190,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",44,51,18,11,2,6,8,3,8,183
2023-09-07,3,0,None,81,27,12,146,178,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",32,27,15,11,8,9,2,1,8,129
2023-09-08,4,0,None,113,27,25,183,183,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",42,67,24,11,3,6,14,3,7,154
2023-09-09,5,1,None,80,27,19,182,188,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",37,64,25,24,7,8,5,2,17,138
2023-09-10,6,1,None,178,27,20,223,211,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",51,67,22,24,4,9,9,1,11,186
2023-09-11,0,0,None,104,26,30,186,208,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",41,74,21,19,5,6,11,7,13,152
2023-09-12,1,0,None,92,27,13,119,188,Normal,PPE,29,"{""nurses"":15,""doctors"":6,""support"":8}",31,43,10,9,2,7,5,3,7,100
2023-09-13,2,0,None,95,27,22,164,161,Normal,PPE,39,"{""nurses"":21,""doctors"":9,""support"":9}",46,52,16,15,7,6,5,3,15,161
2023-09-14,3,0,None,102,27,19,217,177,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",52,65,22,25,7,6,13,7,7,182
2023-09-15,4,0,None,104,27,15,146,188,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",37,49,24,13,1,9,2,1,10,124
2023-09-16,5,1,None,77,27,17,221,210,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",47,47,21,26,2,8,11,2,6,164
2023-09-17,6,1,None,119,27,22,172,186,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",40,56,27,22,3,5,15,2,12,174
2023-09-18,0,0,None,68,26,13,143,184,Normal,PPE,34,"{""nurses"":18,""doctors"":8,""support"":8}",40,34,21,11,8,5,9,4,6,112
2023-09-19,1,0,None,162,26,16,221,189,Normal,PPE,50,"{""nurses"":28,""doctors"":12,""support"":10}",55,46,26,23,8,10,16,5,13,185
2023-09-20,2,0,None,48,27,22,151,180,Normal,PPE,36,"{""nurses"":19,""doctors"":8,""support"":9}",38,52,17,21,4,9,9,5,5,131
2023-09-21,3,0,None,42,27,20,175,191,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",42,49,21,18,8,10,7,3,8,132
2023-09-22,4,0,None,63,26,20,181,182,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",34,59,18,15,5,11,14,5,8,164
2023-09-23,5,1,None,99,26,22,181,187,Normal,PPE,42,"{""nurses"":23,""doctors"":10,""support"":9}",50,50,23,16,5,4,11,3,7,141
2023-09-24,6,1,None,62,26,20,191,192,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",31,44,22,21,5,11,13,2,7,168
2023-09-25,0,0,None,60,26,18,219,214,Normal,PPE,49,"{""nurses"":28,""doctors"":11,""support"":10}",53,49,38,22,8,13,14,2,6,180
2023-09-26,1,0,None,91,26,19,172,203,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",42,53,20,15,5,3,10,2,9,141
2023-09-27,2,0,None,168,26,22,185,209,Normal,PPE,43,"{""nurses"":24,""doctors"":10,""support"":9}",35,62,21,21,8,4,13,7,10,154
2023-09-28,3,0,None,98,27,25,176,185,Normal,PPE,40,"{""nurses"":22,""doctors"":9,""support"":9}",40,53,17,11,8,5,11,3,5,160
2023-09-29,4,0,None,122,28,19,135,183,Normal,PPE,32,"{""nurses"":17,""doctors"":7,""support"":8}",38,37,23,11,2,4,6,3,6,125
2023-09-30,5,1,None,65,28,20,146,167,Normal,PPE,35,"{""nurses"":19,""doctors"":8,""support"":8}",26,45,27,17,6,2,12,1,7,133
2023-10-01,6,1,Navratri,216,28,20,270,193,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",57,81,38,37,7,7,17,5,11,217
2023-10-02,0,0,Navratri,171,28,18,232,225,Normal,PPE,51,"{""nurses"":29,""doctors"":12,""support"":10}",50,69,24,27,6,11,14,6,12,176
2023-10-03,1,0,Navratri,69,28,16,264,265,Normal,PPE,58,"{""nurses"":33,""doctors"":14,""support"":11}",64,66,28,33,9,8,12,7,7,184
2023-10-04,2,0,Navratri,170,27,18,289,278,Normal,PPE,63,"{""nurses"":37,""doctors"":15,""support"":11}",59,81,28,29,9,17,26,7,13,252
2023-10-05,3,0,Navratri,291,27,23,266,283,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",44,73,24,33,6,13,18,6,18,222
2023-10-06,4,0,Navratri,272,27,20,272,293,Air Quality Alert: masks recommended; increase respiratory stock,PPE,59,"{""nurses"":34,""doctors"":14,""support"":11}",57,55,33,48,5,11,19,3,13,238
